track_name,duration_ms,energy,danceability,loudness,valence,tempo,time_signature,pitch_avg,timbre_avg,key_change_percentage,mode_avg,playlist
"Sonata No. 2 for Violin & Harpsichord in A Major, BWV 1015: IV. Presto",279267,0.266,0.503,-17.718,0.743,104.44,4,"[0.42, 0.31, 0.17, 0.33, 0.1, 0.3, 0.17, 0.33, 0.4, 0.13, 0.29, 0.1]","[39.31, 78.91, 58.28, 1.85, 60.49, -14.33, -26.35, -7.07, 10.9, 7.15, -12.11, -10.69]",92.3076923076923,0.53,nei
"Keyboard Concerto No. 5 in F Minor, BWV 1056: I. [Allegro]",197280,0.273,0.266,-15.481,0.526,142.677,4,"[0.5, 0.36, 0.13, 0.21, 0.19, 0.37, 0.18, 0.24, 0.27, 0.19, 0.33, 0.2]","[40.99, -63.19, 46.9, 0.36, 22.07, -27.69, -8.04, -0.51, -2.8, -0.28, -4.13, -3.88]",80.0,0.29,nei
"The Well-Tempered Clavier, Book 2: Prelude No. 1 in C Major, BWV 870/1",161518,0.307,0.338,-20.941,0.799,116.974,4,"[0.23, 0.48, 0.16, 0.33, 0.24, 0.15, 0.27, 0.12, 0.38, 0.19, 0.22, 0.35]","[38.31, 60.08, 6.18, -8.66, 68.7, -28.45, -24.89, -8.03, -4.47, 2.93, -4.85, -3.18]",85.71428571428572,0.44,nei
"The Well-Tempered Clavier, Book 2: Fugue No. 22 in B-Flat Minor, BWV 891/2",281553,0.384,0.413,-19.866,0.688,135.533,4,"[0.43, 0.25, 0.38, 0.16, 0.25, 0.16, 0.15, 0.28, 0.2, 0.4, 0.17, 0.41]","[39.15, 58.7, 4.77, -1.22, 70.09, -21.43, -26.94, -9.2, -1.49, 4.66, -6.32, -2.62]",90.0,0.5,nei
"Suite No.2 In B Minor, BWV 1067: 2. Rondeau",118387,0.0453,0.436,-22.794,0.374,126.993,4,"[0.45, 0.32, 0.11, 0.25, 0.12, 0.58, 0.2, 0.17, 0.21, 0.2, 0.37, 0.09]","[34.22, -1.89, 46.78, -10.99, 59.16, -15.15, -18.05, -9.2, 7.47, 4.36, -12.41, -8.12]",80.0,0.2,nei
"Suite No.2 In B Minor, BWV 1067: 6. Polonaise - 6a. Double",221453,0.0355,0.476,-17.028,0.567,99.542,4,"[0.33, 0.33, 0.09, 0.21, 0.08, 0.39, 0.14, 0.08, 0.13, 0.16, 0.41, 0.07]","[37.15, -58.48, 81.84, 14.82, 61.46, -11.36, 39.64, 7.81, -3.1, 2.19, -13.44, 7.87]",85.71428571428571,0.27,nei
"Brandenburg Concerto No.5 in D, BWV 1050: 2. Affetuoso",360013,0.0788,0.276,-25.753,0.111,132.338,4,"[0.16, 0.32, 0.36, 0.15, 0.28, 0.15, 0.37, 0.24, 0.15, 0.23, 0.15, 0.28]","[31.48, 9.93, 107.34, 23.01, 59.07, -22.44, 0.14, 1.61, -5.57, -0.21, -6.58, -9.55]",92.3076923076923,0.5,nei
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Var. 23 a 2 Clav.",162000,0.267,0.469,-21.366,0.926,145.764,4,"[0.29, 0.19, 0.31, 0.12, 0.27, 0.12, 0.27, 0.34, 0.14, 0.35, 0.11, 0.34]","[35.24, -100.14, 41.55, 43.66, 45.2, -18.97, -24.07, -2.13, -7.0, -4.97, -8.09, -3.49]",85.71428571428572,0.78,nei
"Partita No. 1 in B-Flat Major, BWV 825: I. Prelude",116173,0.0552,0.388,-26.555,0.602,92.074,4,"[0.36, 0.1, 0.27, 0.21, 0.16, 0.29, 0.09, 0.26, 0.11, 0.23, 0.41, 0.08]","[29.61, -120.63, 55.5, 18.81, 57.72, -27.34, -6.51, 5.77, -8.44, -3.68, -2.38, -1.6]",75.0,1.0,nei
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 20 a 2 Clav.",112640,0.13,0.587,-21.581,0.863,104.242,3,"[0.31, 0.19, 0.38, 0.17, 0.24, 0.11, 0.28, 0.37, 0.15, 0.36, 0.14, 0.25]","[33.93, -1.31, 42.86, 14.25, 25.82, -3.14, -25.96, -10.8, -15.28, -2.43, -6.25, 7.21]",66.66666666666667,1.0,nei
"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude in D Major, BWV 850 (Arr. Badzura)",100630,0.573,0.508,-13.523,0.232,106.207,4,"[0.32, 0.4, 0.37, 0.17, 0.31, 0.18, 0.31, 0.28, 0.28, 0.38, 0.24, 0.26]","[43.11, 28.69, 11.0, -10.39, 7.34, -13.11, -25.75, -7.66, 3.26, 4.07, -12.22, -6.01]",75.0,0.8,nei
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 8 a 2 Clav.",113000,0.376,0.583,-19.407,0.963,103.028,3,"[0.34, 0.21, 0.32, 0.17, 0.26, 0.15, 0.33, 0.41, 0.16, 0.39, 0.17, 0.35]","[37.11, 9.77, 43.78, 9.02, 28.6, -3.53, -20.86, -7.43, -11.55, -2.78, -8.49, 14.17]",85.71428571428571,0.86,nei
"Mache dich, mein Geist, bereit, BWV 115: IV. Air ""Bete aber auch dabei""",355732,0.0605,0.156,-18.973,0.126,174.343,4,"[0.33, 0.36, 0.12, 0.3, 0.12, 0.4, 0.21, 0.16, 0.27, 0.18, 0.36, 0.14]","[34.38, -55.0, 44.86, -12.19, 54.6, -27.45, -9.84, -0.63, 7.53, -0.31, -6.06, -2.81]",92.3076923076923,0.25,nei
"French Suite No.2 in C minor, BWV 813: 4. Air",74680,0.213,0.48,-26.663,0.967,105.281,4,"[0.31, 0.14, 0.34, 0.38, 0.13, 0.27, 0.14, 0.31, 0.27, 0.18, 0.24, 0.19]","[30.52, -161.49, 29.97, 19.88, 57.73, -35.53, -0.22, 10.11, -0.11, -0.14, -5.04, -2.68]",66.66666666666667,0.17,nei
"Jauchzet Gott in allen Landen Cantata, BWV 51 (Additional Instrumentation By W.F. Bach): 1. ""Jauchzet Gott in allen Landen""",236592,0.388,0.512,-15.512,0.74,103.928,4,"[0.39, 0.44, 0.33, 0.42, 0.34, 0.31, 0.51, 0.23, 0.27, 0.21, 0.33, 0.42]","[40.78, -0.98, 58.29, 8.95, 35.92, -13.47, 6.84, -0.26, 0.78, 0.79, -13.49, -7.16]",87.5,0.77,nei
"Von Himmel hoch, da komm' ich her, BWV 606",40000,0.00924,0.144,-30.853,0.55,82.285,4,"[0.09, 0.27, 0.49, 0.13, 0.32, 0.1, 0.52, 0.24, 0.12, 0.35, 0.08, 0.38]","[29.05, -92.72, 66.42, -1.86, 54.9, -37.43, 14.26, 7.21, 14.31, 6.53, -4.87, -9.35]",66.66666666666666,0.67,nei
"Jesu meine Freude Motet, BWV 227: So nun der Geist",85827,0.138,0.257,-20.891,0.184,100.859,3,"[0.24, 0.34, 0.28, 0.59, 0.24, 0.34, 0.29, 0.17, 0.2, 0.17, 0.35, 0.25]","[36.7, -31.33, 105.52, 14.96, 57.0, -24.19, -1.61, 3.0, -5.31, -2.13, -3.82, 4.14]",80.0,0.2,nei
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 18 Canone alla Sesta a 1 Clav.",96000,0.076,0.426,-25.35,0.41,84.228,4,"[0.25, 0.19, 0.3, 0.17, 0.25, 0.11, 0.35, 0.4, 0.18, 0.43, 0.15, 0.24]","[30.07, 2.42, 53.73, -0.16, 21.11, -11.11, -13.89, -2.31, -15.83, -2.55, -6.99, 6.44]",80.0,0.6,nei
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch: Var. 22 Alla breve a 1 Clav.",90707,0.297,0.548,-14.01,0.445,135.609,4,"[0.16, 0.19, 0.37, 0.1, 0.37, 0.09, 0.33, 0.46, 0.08, 0.33, 0.04, 0.3]","[41.34, -100.37, 2.83, 18.9, 37.64, -24.43, -22.88, -19.73, -3.65, 6.42, -8.94, 1.79]",75.0,0.8,nei
"Cello Suite No. 1 in G Major, BWV 1007: III. Courante",174747,0.0785,0.412,-23.668,0.653,99.847,3,"[0.26, 0.19, 0.32, 0.18, 0.36, 0.16, 0.35, 0.38, 0.12, 0.21, 0.07, 0.27]","[32.26, -72.29, 22.07, -3.48, 3.86, -8.0, -9.01, -2.35, -13.34, -1.95, -12.01, -8.65]",80.0,0.78,nei
"Cello Suite No. 1 in G Major, BWV 1007: V. Menuetts I & II",217973,0.0461,0.543,-23.747,0.44,120.848,4,"[0.22, 0.14, 0.32, 0.19, 0.29, 0.2, 0.3, 0.3, 0.08, 0.2, 0.12, 0.16]","[31.17, -76.92, 10.62, -6.33, 5.33, -2.25, -5.9, -1.36, -11.64, 2.71, -17.37, -10.3]",87.5,0.67,nei
"French Suite No.4 in E flat, BWV 815: 1. Allemande",116600,0.12,0.303,-27.915,0.591,86.955,4,"[0.33, 0.12, 0.28, 0.26, 0.09, 0.33, 0.08, 0.39, 0.31, 0.16, 0.32, 0.14]","[30.67, -137.65, 32.58, -0.77, 44.53, -32.17, -16.85, -0.29, -3.54, -3.5, -1.63, -0.1]",66.66666666666667,0.71,nei
"Suite for Cello Solo No.1 in G, BWV 1007 - Transcribed for Solo Guitar by Göran Söllscher: 6. Gigue",109067,0.245,0.463,-21.386,0.769,122.59,4,"[0.29, 0.09, 0.22, 0.3, 0.07, 0.28, 0.08, 0.23, 0.21, 0.23, 0.54, 0.09]","[34.71, -63.52, -23.05, 13.09, 20.01, -28.73, -17.62, -18.23, 7.42, 2.61, -12.75, 9.32]",75.0,0.86,nei
"Sonata for Flute or Violin No.4 in C, BWV 1033: 4. Menuet I - II",156507,0.101,0.478,-21.895,0.569,129.915,3,"[0.47, 0.24, 0.33, 0.15, 0.3, 0.29, 0.18, 0.45, 0.19, 0.27, 0.09, 0.22]","[33.95, -97.11, 37.61, 3.62, 23.14, -7.97, -0.18, 0.1, -3.15, -4.94, -10.58, -10.06]",85.71428571428571,0.62,nei
